c_first_name,c_last_name,c_preferred_cust_flag,c_salutation,cnt,ss_ticket_number
Christy,Beam,Y,Ms.,15,655011
Karen,Beam,Y,Mrs.,16,1991150
Jeffrey,Bearden,Y,Sir,15,2072057
Calvin,Beasley,N,Dr.,15,992163
Juan,Beasley,Y,Sir,15,1019612
Minnie,Beasley,Y,Mrs.,15,433852
Robert,Beasley,Y,Mr.,16,706115
James,Beattie,N,Sir,16,475968
Willie,Beauchamp,Y,Dr.,15,965555
Sally,Beaudoin,Y,Ms.,15,628927
Floyd,Beaulieu,Y,Sir,16,1940171
Danny,Beck,Y,Dr.,16,2358403
Michael,Beck,N,Mr.,15,2182614
Steve,Becker,N,Dr.,15,181965
William,Becker,Y,Mr.,16,2151126
Melanie,Bedard,N,Miss,15,1426479
Anthony,Behrens,N,Mrs.,15,970603
Scott,Behrens,N,Mr.,16,2016968
Irene,Belcher,Y,Miss,15,678899
Alicia,Bell,N,Ms.,15,1628019
John,Bell,N,Mr.,15,591910
Ruth,Bell,Y,Miss,15,152240
Leon,Belt,Y,Sir,15,1940067
Vivian,Belt,Y,Miss,15,2310846
Denis,Belton,N,Sir,15,2219661
Joyce,Belton,N,Dr.,15,919595
Steven,Benefield,Y,Mr.,16,1321204
Paul,Benjamin,Y,Sir,15,2268394
Coletta,Bennett,,,16,1750919
Darrell,Bennett,N,Dr.,15,1432125
Nicholas,Bennett,N,Mr.,16,1735483
Reginald,Bennett,Y,Dr.,15,1861200
Teresa,Bennett,N,Ms.,15,1556789
Anthony,Benoit,Y,Miss,15,1267593
Jo,Benson,Y,Miss,15,1353572
Sue,Benson,N,Miss,15,1183701
Robert,Bentley,Y,Dr.,15,1945107
Vernon,Berg,Y,Dr.,15,1983768
Elaine,Berger,N,Mrs.,15,546686
,Berger,N,,15,2083870
Leroy,Bernard,Y,Dr.,15,418512
,Bernard,N,,15,2275907
Jerry,Bertram,N,Dr.,15,2307845
Michael,Betts,N,Sir,16,2358795
Joana,Beverly,N,Miss,15,1446753
Curtis,Biddle,Y,Dr.,15,1310404
Debora,Bingham,N,Dr.,16,1861615
Emery,Bingham,N,Dr.,15,102428
David,Bishop,N,Dr.,15,1615359
Gina,Bishop,N,Mrs.,15,401268
Nancy,Bishop,N,Dr.,15,228612
Danielle,Black,N,Mrs.,15,1074284
Keith,Black,N,Mr.,15,1848513
Glory,Blackburn,Y,Dr.,15,1203037
John,Blackwell,N,Sir,15,2038529
Samantha,Blair,N,Miss,15,53369
Paul,Blakely,Y,Mr.,16,1266663
Sharon,Blanco,N,Mrs.,15,1436309
Kathleen,Bland,N,Miss,15,564137
Marie,Blanton,Y,Dr.,16,760726
Kenneth,Blodgett,N,Sir,16,700115
Amy,Blue,Y,Miss,15,44138
Domingo,Blue,Y,Mr.,16,1512664
Timothy,Blue,N,Sir,15,1964401
Rita,Blunt,Y,Miss,15,1245759
Mark,Bobbitt,Y,Sir,16,1192442
Marcos,Boettcher,N,Dr.,15,579853
Daniel,Bolling,N,Dr.,15,1548415
Marcus,Bolt,N,Mr.,15,1583418
Marlyn,Bolton,N,Dr.,15,1179460
Vonda,Bone,N,Dr.,15,1429750
Andrew,Bonilla,Y,Mrs.,15,877861
Lynn,Boone,Y,Mr.,15,484504
Ronald,Boone,N,Sir,15,2284432
Tonya,Boone,Y,Dr.,16,1595721
Angela,Booth,N,Miss,16,2386367
Oma,Bordelon,N,Mrs.,15,2094470
Wilbur,Borden,Y,Mr.,16,349765
Monique,Bourgeois,N,Dr.,15,1048768
Patrick,Bourgeois,Y,Sir,15,353081
Robin,Bourque,Y,Mr.,15,2662
David,Bowden,Y,Sir,15,606209
Julia,Bowden,Y,Mrs.,16,238084
Christina,Bowen,N,Ms.,16,159352
Herman,Bower,Y,Dr.,16,627784
Christopher,Bowers,N,Sir,15,1675494
John,Bowles,Y,Mr.,15,1143475
Karolyn,Bowles,N,Mrs.,15,354688
Judy,Bowlin,Y,Mrs.,15,789081
Jonah,Bowling,Y,Sir,15,818272
Jose,Bowling,Y,Mr.,15,730281
Lawrence,Bowling,N,Mr.,16,1980713
Billy,Bowman,N,Dr.,16,2242300
Cynthia,Bowman,N,Ms.,15,469611
Joyce,Bowman,N,Miss,15,313189
August,Bowser,N,Mr.,15,87606
David,Boyce,N,Sir,16,1091141
Boyd,Boyd,N,Dr.,15,2346877
Carrie,Boyd,Y,Miss,16,55087
Elizabeth,Boyd,Y,Mrs.,15,2241948
Margaret,Boyd,Y,Miss,15,1576976
Mike,Boyd,N,Dr.,15,1807945
Wanda,Boyd,Y,Miss,16,1345487
Irma,Boyer,N,Ms.,15,1759429
Magdalena,Boyer,N,Dr.,15,2139717
Morgan,Boyer,Y,Sir,15,360787
Rosa,Boyle,N,Dr.,16,1856137
Thomas,Boyle,N,Dr.,15,256003
Hilary,Brackett,N,Dr.,16,426580
Kathryn,Bradley,Y,Ms.,15,1170787
William,Bradley,Y,Sir,15,867469
Howard,Bradshaw,N,Dr.,16,1462888
Vincent,Brandon,N,Mr.,15,1136643
Dorothy,Branson,Y,Mrs.,16,2247917
Tina,Braswell,N,Mrs.,15,324627
William,Bravo,N,Dr.,15,1886883
John,Brewer,Y,Dr.,15,1292583
Kathy,Brewer,Y,Miss,15,1405277
Rachel,Brewer,,,15,233085
Daniel,Bridges,N,Dr.,16,173348
Grace,Briggs,Y,Dr.,16,2045127
Jason,Briggs,Y,Mr.,16,797451
Lawrence,Briggs,N,Sir,15,2264046
Marie,Bright,N,Ms.,16,375670
David,Briley,N,Sir,15,1678881
Donald,Brill,N,Sir,15,2154682
Jerry,Brock,Y,Sir,15,407156
,Brock,,,15,2096311
Marcus,Bromley,N,Dr.,16,1204027
Diane,Brooks,N,Dr.,15,840673
Jessica,Brooks,Y,Dr.,15,135493
Jose,Brooks,Y,Dr.,16,945717
Tamara,Brooks,Y,Mrs.,16,1528407
Thomas,Brooks,N,Sir,15,2255844
Andy,Brothers,N,Dr.,15,2353432
Donald,Broussard,Y,Sir,15,1977123
Audrey,Brown,N,Mrs.,15,620613
Calvin,Brown,N,Dr.,15,738832
Darryl,Brown,N,Sir,15,626372
Dean,Brown,Y,Mr.,15,1549267
Edward,Brown,N,Sir,15,979193
Elizabeth,Brown,N,Dr.,15,592726
Eric,Brown,N,Dr.,16,2289267
George,Brown,N,Dr.,15,1623997
Harold,Brown,N,Dr.,15,1669600
James,Brown,Y,Dr.,16,2338939
James,Brown,N,Mr.,16,608329
James,Brown,N,Mr.,16,1772412
James,Brown,N,Sir,15,2068200
James,Brown,N,Sir,15,2197242
Janeen,Brown,Y,Miss,15,1562080
Jerry,Brown,N,Mr.,15,1677050
John,Brown,Y,Sir,15,180906
Jose,Brown,N,Mr.,15,1764562
Joyce,Brown,N,Dr.,16,1249567
Kathleen,Brown,N,Ms.,15,356825
Keith,Brown,N,Dr.,15,1965094
Kevin,Brown,N,Mr.,15,414322
Larry,Brown,Y,Dr.,15,1562539
Lisa,Brown,N,Mrs.,16,1964726
Lonny,Brown,Y,Sir,15,1779397
Michael,Brown,Y,Mr.,15,37834
Robert,Brown,Y,Mr.,16,960146
Ryan,Brown,N,Mr.,16,1358461
Sally,Brown,N,Dr.,15,31392
Sally,Brown,N,Mrs.,15,793519
Sandra,Brown,N,Mrs.,15,1369318
Sarah,Brown,Y,Miss,15,1220210
Sharon,Brown,N,Miss,16,1240252
Sheila,Brown,Y,Dr.,16,2389556
Susan,Brown,N,Dr.,15,567994
Wayne,Brown,N,Dr.,15,2258333
Yuri,Brown,N,Miss,15,1655045
,Brown,,Mrs.,16,976144
Mark,Browne,N,Sir,15,2093981
Truman,Browning,Y,Mr.,15,1127793
Brandy,Bruce,Y,Dr.,16,888473
Christopher,Brumfield,N,Dr.,15,1927401
Gary,Brumfield,N,Mr.,15,1376945
Jocelyn,Brunson,N,Dr.,15,534410
,Bryan,,,15,58719
Janet,Bryant,N,Dr.,16,2003616
Jerome,Bryant,Y,Mr.,15,2074066
Thomas,Bryant,Y,Sir,16,867331
Virginia,Bryant,Y,Dr.,16,908817
William,Bryant,N,Dr.,15,1515806
Wilma,Bryson,N,Ms.,16,2089252
Maurice,Buchanan,N,Sir,15,56144
Jack,Buckner,Y,Mr.,15,125122
Wilma,Buford,N,Mrs.,15,2298691
Constance,Bullock,Y,Dr.,15,2139281
Jennifer,Bullock,N,Miss,15,902733
Sara,Bundy,Y,Ms.,15,354328
Chet,Burdette,N,Sir,15,625110
William,Burgess,N,Dr.,15,1430523
John,Burke,N,Sir,15,938630
Stevie,Burke,Y,Mr.,16,2016895
Lawrence,Burleson,N,Sir,15,45712
Betty,Burns,Y,Dr.,15,624372
David,Burns,Y,Sir,15,905013
Heather,Burns,Y,Ms.,15,2154182
Verna,Burns,Y,Miss,15,608970
Christopher,Burroughs,Y,Dr.,15,1673057
Richard,Burt,N,Dr.,15,1092137
Doris,Burton,N,Ms.,16,883499
Manuela,Burton,Y,Ms.,15,1733658
Margaret,Burton,N,Mrs.,15,770442
Stephanie,Burton,Y,Ms.,15,1545498
Betty,Busby,N,Ms.,15,1195903
Calvin,Bush,N,Sir,15,926555
Ciera,Bush,N,Mrs.,15,1651548
Robert,Butcher,Y,Mr.,15,377760
Sara,Butcher,Y,Mrs.,15,1662638
Barbara,Butler,,Dr.,15,1778632
Betty,Butler,N,Mrs.,15,277947
Diane,Butler,Y,Ms.,15,1607063
Gerald,Butler,Y,Mr.,15,1100382
Stephanie,Butler,Y,Dr.,15,2096725
Jimmy,Butterfield,Y,Dr.,15,204256
Randall,Byars,N,Dr.,16,1659442
Gene,Byers,Y,Mr.,15,1073125
Sylvia,Byers,Y,Miss,15,1724582
Walter,Byers,N,Sir,15,1859996
Amanda,Byrd,Y,Ms.,15,1993807
Salina,Byrd,Y,Ms.,16,371135
Clifford,Cabrera,N,Mr.,15,2222786
Richard,Cahill,N,Sir,15,58766
Jaleesa,Calabrese,N,Dr.,16,1072682
Charles,Calderon,N,Sir,15,18292
Martin,Caldwell,Y,,15,877676
Randy,Caldwell,N,Dr.,15,2300809
Robert,Caldwell,N,Sir,16,1410279
Glen,Calhoun,Y,Mr.,15,2092794
James,Call,N,Mr.,15,833680
Glenn,Callahan,N,Sir,15,1601942
Sharon,Callaway,Y,Miss,15,767425
Leah,Camacho,N,Ms.,15,1112965
Ronald,Cameron,,,15,1848390
Alexander,Campbell,N,Miss,15,1266058
Barrett,Campbell,N,Sir,15,2254140
Eloise,Campbell,Y,Mrs.,16,367377
Linda,Campbell,N,Mrs.,15,2153354
Margaret,Campbell,Y,Dr.,15,2161670
Nathaniel,Campbell,Y,Sir,16,1466425
Orville,Campbell,N,Dr.,15,1324435
Tabatha,Campbell,N,Dr.,15,2323024
,Canales,,Miss,15,362316
Douglas,Cannon,N,Sir,15,1020948
Robert,Cannon,N,Sir,15,2177542
Sheila,Cannon,N,Mrs.,15,626845
Alice,Cantu,N,Mrs.,15,984639
Angela,Cantu,Y,Mrs.,16,1979138
Linda,Cantu,Y,Miss,15,589933
Gloria,Cantwell,Y,Mrs.,16,1544061
Peggy,Card,N,Miss,15,1606932
Ernesto,Cardenas,Y,Dr.,16,1088148
Maryann,Carey,N,Ms.,15,228602
Daisy,Carlin,Y,Dr.,15,1066211
Donald,Carlson,Y,Dr.,15,180436
Edward,Carlson,Y,Sir,15,1755244
Hattie,Carlson,Y,Dr.,16,1969391
Kenny,Carlson,N,Sir,15,306644
Roger,Carlson,Y,Dr.,15,279184
Tiffany,Carlson,Y,Ms.,16,2275567
Vergie,Carlson,Y,Miss,15,437262
Tiffany,Carmichael,Y,Miss,15,2234856
Rhonda,Carnes,N,Ms.,15,2197514
,Carpenter,,,15,1364134
John,Carr,N,Mr.,15,1326109
Rowena,Carr,N,Ms.,16,721776
Susan,Carr,Y,Ms.,16,2102558
Marquita,Carrico,Y,Mrs.,16,1638593
Pamela,Carrillo,Y,Mrs.,15,1023384
Debra,Carroll,N,Dr.,15,1895883
Nancy,Carroll,N,Miss,15,567191
Deborah,Carson,N,Miss,16,1960746
Anna,Carter,N,Dr.,16,1759252
Gordon,Carter,Y,Mr.,16,297202
Joel,Carter,Y,Sir,15,1936476
Oscar,Carter,N,Sir,15,1468344
Virginia,Carter,Y,Dr.,15,1071354
Albert,Case,N,Mrs.,15,638901
Paul,Cash,Y,Mr.,15,389608
Donny,Casper,Y,Dr.,15,880724
Lula,Cassidy,Y,Ms.,15,124310
Eileen,Casteel,N,Mrs.,15,869812
Margaret,Castellanos,N,Mrs.,15,1945536
Agatha,Castillo,Y,Dr.,15,39325
Harry,Castillo,Y,Mr.,15,292766
Hubert,Castillo,Y,Mr.,15,256296
John,Castillo,Y,Dr.,15,1696436
Amy,Castro,Y,Mrs.,16,2110556
Veronica,Castro,N,Ms.,15,108306
Sharon,Catalano,Y,Dr.,16,1008262
Leah,Cates,N,Ms.,15,2015114
Judith,Cato,N,Ms.,15,1717275
Heather,Cavazos,Y,Miss,15,1534835
William,Cavazos,N,Sir,15,1830551
Beverly,Cervantes,N,Ms.,15,1020649
Deloris,Chacon,N,Dr.,16,1581192
Cherie,Chadwick,Y,Miss,16,1469908
Andrew,Chaffin,Y,Ms.,16,1873019
Carrie,Chaffin,Y,Mrs.,15,1812045
James,Chamberlain,Y,Dr.,16,1997204
Arthur,Chambers,Y,Miss,16,460707
Susan,Chambers,Y,Dr.,15,547244
William,Chambers,Y,Mr.,16,2379827
Christopher,Chan,Y,Dr.,16,1475014
Karen,Chang,Y,Ms.,16,577000
Karen,Chapin,Y,Miss,16,2016165
Kathleen,Chapin,Y,Miss,16,1090424
Frank,Chapman,Y,Mr.,16,2219927
Laurie,Chapman,N,Ms.,15,1689302
Ryan,Chapman,Y,Mr.,15,1783590
Edmundo,Charles,N,Dr.,15,2294402
Lawrence,Chastain,Y,Dr.,15,942889
James,Chavez,N,Dr.,16,1167843
Jennifer,Chavez,Y,Dr.,15,2137556
Micheal,Chavez,N,Dr.,15,1840564
Raymond,Chavez,Y,Dr.,15,2062883
William,Cheatham,Y,Dr.,15,1923172
Larry,Cheek,N,Mr.,15,889235
Barbara,Chen,N,Dr.,15,2089254
Leon,Chen,N,Dr.,15,2070128
Robert,Chen,Y,Sir,15,1623974
Robert,Chen,N,Sir,15,904394
Wayne,Cheng,Y,Dr.,15,2216045
Wilfred,Cheng,N,Mr.,16,1476369
Jack,Cherry,Y,Mr.,15,1912059
Michael,Cherry,N,Sir,15,1679155
Jessica,Chester,N,Mrs.,16,203815
Steven,Childress,Y,Mr.,15,2198645
,Childress,,,15,1661949
Mark,Childs,Y,Sir,15,1880651
Sam,Childs,N,Mr.,16,913536
Randy,Christian,N,Dr.,15,1641698
Shawn,Christian,Y,Mr.,16,909384
Stanley,Christopher,Y,Dr.,16,1777931
Riley,Church,Y,Sir,15,582255
Thomas,Church,Y,Sir,15,2223043
Jeremy,Cintron,N,Mr.,15,583749
Clemencia,Clark,N,Miss,15,2364834
Corine,Clark,N,Mrs.,15,1434053
Henry,Clark,N,Sir,15,867258
James,Clark,Y,Sir,15,1372031
Jenice,Clark,N,Miss,15,2050384
Jesus,Clark,N,Dr.,15,1107368
Joyce,Clark,Y,Ms.,15,1924299
Kathleen,Clark,N,Miss,16,1954142
Michael,Clark,N,Dr.,15,689691
Virginia,Clark,N,Dr.,15,1400663
Virginia,Clark,N,Mrs.,15,1959034
Willy,Clark,N,Dr.,15,1249175
Ruth,Clarke,Y,Ms.,15,1795478
Antonio,Clary,N,Miss,15,875793
Cliff,Clary,N,Mr.,16,130266
Douglas,Clary,Y,Mr.,15,1784952
Heather,Clayton,N,Dr.,15,2290737
Ida,Clayton,N,Ms.,16,173276
Henry,Clem,Y,Sir,16,1579628
Charlie,Clemons,Y,Sir,15,2174743
Evelyn,Clemons,N,Mrs.,15,168541
Frederic,Cleveland,Y,Sir,15,1577379
Dylan,Cline,N,Dr.,15,1880230
David,Clough,Y,Dr.,16,1485397
Sabrina,Clough,N,Ms.,15,528540
Carolyn,Coates,N,Mrs.,15,2308961
John,Coats,N,Dr.,15,1838328
Kevin,Cobb,N,Sir,15,746379
Marcella,Cobb,Y,Mrs.,15,871293
Mark,Cobb,Y,Mr.,15,2201121
Sandra,Cobb,N,Mrs.,15,2056439
Sheryl,Cobbs,Y,Miss,15,2358444
Charles,Cochran,N,Dr.,16,325487
Alberto,Coe,N,Dr.,15,585505
Kenneth,Coffey,Y,Sir,15,2344127
Mauro,Coffey,Y,,15,807379
Michael,Coffey,Y,Sir,15,764369
George,Cohen,Y,Mr.,15,1787579
Judy,Cohen,Y,Ms.,15,1219626
Savannah,Cohen,Y,Ms.,15,689462
,Cohn,Y,Mr.,15,2304173
Michelle,Colbert,N,Dr.,16,2097715
Bruce,Cole,N,Dr.,15,1255674
George,Cole,Y,Dr.,16,1358908
James,Cole,N,Dr.,15,2134138
John,Cole,N,Mr.,15,1486858
Lula,Cole,Y,Ms.,15,1946616
Rhonda,Cole,Y,Mrs.,16,2217415
Ruby,Cole,Y,Mrs.,16,2351977
Erin,Coleman,Y,Mr.,15,2304797
Hassie,Coleman,Y,Dr.,15,599380
James,Coleman,Y,Sir,15,1856183
Kristen,Coleman,Y,Ms.,16,605484
Marietta,Coleman,Y,Dr.,15,929301
Paula,Coley,N,Mrs.,15,1691032
Robert,Coley,Y,Dr.,16,2222246
Michael,Collado,Y,Sir,15,828951
Charles,Collins,N,Sir,15,124799
Ivan,Collins,Y,Sir,15,320721
Louis,Collins,N,Dr.,15,1485681
Nelson,Collins,Y,Mr.,15,88463
Norman,Collins,N,Sir,15,2157567
Sierra,Collins,Y,Mrs.,15,1282180
John,Combs,Y,Sir,15,567610
John,Combs,Y,Sir,15,1411370
John,Comeaux,N,Dr.,15,2082327
Bettie,Concepcion,Y,Dr.,15,1434836
Anthony,Conley,Y,Ms.,16,780736
Elaine,Conley,N,Ms.,15,307185
Kenneth,Conley,Y,Mr.,15,733445
Clarence,Conner,Y,Sir,15,1419292
Jacob,Conner,Y,Mr.,15,415507
Rebecca,Conner,Y,Miss,15,1715079
Randi,Conroy,N,Mrs.,15,1378537
Renata,Contreras,N,Dr.,16,13446
Nina,Conway,Y,Mrs.,15,1689253
Bill,Cook,N,Mr.,16,219654
Christopher,Cook,N,Dr.,15,1533492
Georgette,Cook,Y,Dr.,15,569213
Robert,Cook,N,Mr.,16,1793892
,Cook,Y,,15,1228636
,Cooley,,,16,1927710
,Coon,Y,,15,1130142
Delores,Coons,N,Dr.,15,1514269
Brittany,Cooper,Y,Dr.,15,2151273
Chris,Cooper,N,Sir,15,75125
Michael,Cooper,Y,Mr.,15,1697281
Mona,Cooper,Y,Dr.,15,2143438
Sharon,Cooper,Y,,15,1573888
Betty,Copeland,N,Miss,15,2117697
Danielle,Copeland,N,Dr.,15,139508
Irene,Cordova,N,Ms.,15,1172486
Roy,Cornwell,Y,Sir,15,530310
Louis,Coronado,N,Sir,15,1852226
Carrie,Correa,Y,Ms.,15,1378856
Allen,Cortez,N,Miss,15,1325694
Nora,Cortez,N,Mrs.,15,1277815
Emma,Cosgrove,N,Mrs.,16,2387431
Robert,Costa,Y,Dr.,15,200618
James,Cotton,,,15,1053787
James,Cotton,,,15,2090073
Matthew,Cottrell,N,Sir,15,1238917
Margie,Couch,Y,Ms.,16,1672229
Allegra,Cox,N,Ms.,15,1013116
Matthew,Cox,N,Mr.,15,504261
Minnie,Cox,N,Ms.,16,1151293
Sammy,Cox,N,Sir,15,420778
William,Cox,Y,Sir,16,1986869
Willie,Cox,N,Sir,15,841832
Henry,Crabtree,N,Sir,15,2371574
Kathleen,Craig,Y,Ms.,15,1567537
Richard,Crain,Y,Mr.,16,2074553
June,Cramer,Y,Dr.,16,1070301
Michelle,Cramer,N,Ms.,16,1475124
Sean,Crane,Y,Dr.,15,327396
Jennifer,Crawford,Y,Ms.,15,2219591
Michael,Crawford,Y,Dr.,15,712988
Randy,Crawford,N,Dr.,15,2388545
Richard,Crawford,N,Sir,15,427737
Rebecca,Crayton,Y,Mrs.,15,2121115
James,Creamer,Y,Dr.,16,807836
David,Creel,Y,Mr.,15,2182283
Eugene,Crist,Y,Mr.,15,1376176
Alva,Crittenden,Y,Ms.,15,542920
Gary,Crosby,N,Mr.,16,147978
David,Cross,Y,Sir,15,1410895
Judith,Cross,N,Dr.,15,1379171
Jimmie,Crowley,Y,Mr.,16,1638569
Gabriella,Crum,Y,Miss,15,2231428
Stanley,Crum,Y,Dr.,15,122317
Jonathan,Crutcher,N,Mr.,15,821338
Gloria,Crutchfield,Y,Mrs.,15,1354602
Junko,Crutchfield,Y,Ms.,15,1338738
Bridgette,Cruz,Y,Dr.,15,102287
Ira,Cullen,N,Sir,15,2142875
Jillian,Cullen,N,Ms.,15,1345038
Joy,Culp,Y,Dr.,16,2321618
Mable,Culp,Y,Mrs.,15,1571844
Alice,Culver,N,Ms.,15,316965
Glenn,Cummings,Y,Dr.,15,450052
Rosie,Cummings,Y,Dr.,15,851180
Alice,Cunningham,Y,Dr.,15,2312652
