amt,bought_city,c_first_name,c_last_name,ca_city,profit,ss_ticket_number
0.0,Wilson,Gregory,Abbott,Stonewall,-9848.83,4553516
1171.87,Marion,Henry,Abbott,Hillcrest,-2679.89,15792568
6187.79,Hamilton,Henry,Abbott,Wildwood,-14687.99,22153506
3034.9,Red Oak,Herman,Abbott,Woodlawn,-12496.6,7004800
2.66,Newtown,Irene,Abbott,Watkins,-7886.83,16486724
2456.81,Forest Hills,Jamaal,Abbott,Woodlawn,-4882.08,11903471
851.6,Newtown,James,Abbott,Cedar Grove,-4949.87,16096051
88.3,Springdale,James,Abbott,Hamilton,-9295.41,3933740
822.3,Red Hill,Jason,Abbott,Forest Hills,-16527.02,23004279
1689.34,Rolling Hills,Jeff,Abbott,Riley,-9463.88,7450911
7824.21,Five Points,John,Abbott,Unionville,-14795.39,5339876
10667.4,Bunker Hill,Joseph,Abbott,Lakewood,-14648.32,9231812
0.0,Centerville,Joseph,Abbott,Lakewood,-15605.18,12345263
106.39,Fairview,Joyce,Abbott,Pleasant Valley,-11197.88,2828118
